country,year,region,GDP per capita usd,population,suicides/100k pop,HDI for year
Ukraine,2011,EASTERN EUROPE                     ,3788,43074791,20.83120960470824,8.855999999999998
Ukraine,2012,EASTERN EUROPE                     ,4096,42915935,21.106379250504503,8.916000000000002
Ukraine,2014,EASTERN EUROPE                     ,3299,40464165,19.691497402701874,8.964
Ukraine,2015,EASTERN EUROPE                     ,2256,40345446,18.772874638689085,0.0
United Kingdom,2011,WESTERN EUROPE                     ,44491,58881852,7.460702832512809,10.812
United Kingdom,2012,WESTERN EUROPE                     ,44585,59708630,7.442810193434349,10.812
United Kingdom,2013,WESTERN EUROPE                     ,45594,60091793,8.027718527220514,10.823999999999998
United Kingdom,2014,WESTERN EUROPE                     ,49906,60570482,7.9048405129085815,10.884
United Kingdom,2015,WESTERN EUROPE                     ,47240,61082942,8.038250678888389,0.0
United States,2011,NORTHERN AMERICA                   ,53452,290313825,13.608721527471179,10.931999999999997
United States,2012,NORTHERN AMERICA                   ,55170,292827128,13.863469644110294,10.944000000000003
United States,2013,NORTHERN AMERICA                   ,56520,295322862,13.931532330876571,10.956000000000001
United States,2014,NORTHERN AMERICA                   ,58531,297749735,14.364076596071529,10.979999999999997
United States,2015,NORTHERN AMERICA                   ,60387,300078511,14.72581287235193,0.0
Uruguay,2012,LATIN AMER. & CARIB    ,16264,3151939,19.004174890440456,9.456000000000001
Uruguay,2013,LATIN AMER. & CARIB    ,18179,3164670,17.252983723421398,9.48
Uruguay,2014,LATIN AMER. & CARIB    ,18012,3177645,18.598679210547434,9.516
Uruguay,2015,LATIN AMER. & CARIB    ,16696,3190795,19.74429570060126,0.0
Uzbekistan,2011,CENTRAL ASIA,1767,25978049,6.3130221980873165,7.931999999999998
Uzbekistan,2012,CENTRAL ASIA,1964,26381830,6.95554478214741,8.016
Uzbekistan,2013,CENTRAL ASIA,2150,26838924,7.265566980255989,8.063999999999998
Uzbekistan,2014,CENTRAL ASIA,2309,27313507,7.670197752342824,8.1
